"King's Cage (Red Queen, #3)",Aveyard Barrow,Barrow Maven,Maven Lightning,every Aveyard Barrow,this Barrow Maven,an Maven Lightning,Aveyard,Barrow,Maven,,,,,,
Invisible,Auster Rudolf,Rudolf Columbia,Columbia Margot,a Auster Rudolf,an Rudolf Columbia,the Columbia Margot,a Auster,an Rudolf,the Columbia,interlocking,authorship,triangle,,,
Ten Things We Did (and Probably Shouldn't Have),Crazy April,April Party,Party Vi,all Crazy April,this April Party,a Party Vi,Crazy,April,Party,,,,,,
"Rebel Heart (Dust Lands, #2)",Saba Lugh,Lugh Jack,Jack Saba,The Saba Lugh,a Lugh Jack,the Jack Saba,Saba,Lugh,Jack,,,,,,
The Last Time They Met,Pilot Met,Met Linda,Linda Fallon,both Pilot Met,This Met Linda,no Linda Fallon,renown,festival,resonance,Pilot,Met,Linda,,,
News of the World,Kiowa Wichita,Wichita Johanna,Johanna Kidd,neither Kiowa Wichita,An Wichita Johanna,each Johanna Kidd,rootless,kidnapper,burden,,,,,,
"Blowback (Scot Harvath, #4)",Alpine Harvath,Harvath Scot,Scot Deep,no Alpine Harvath,an Harvath Scot,the Scot Deep,glacier,counterterrorism,senator,Alpine,Harvath,Scot,,,
Women of the Silk,Tsukiyama Gail,Gail Silk,Silk Women,the Tsukiyama Gail,a Gail Silk,the Silk Women,silk,sisterhood,factory,,,,,,
The Prisoner of Zenda,Rassendyll Ruritania,Ruritania Elphberg,Elphberg Zenda,a Rassendyll Ruritania,The Ruritania Elphberg,the Elphberg Zenda,sovereignty,resemblance,stability,Rassendyll,Ruritania,Elphberg,,,
"Flutter (My Blood Approves, #3)",Approves Mae,Mae Ezra,Ezra Being,any Approves Mae,a Mae Ezra,the Ezra Being,Approves,Mae,Ezra,,,,,,
"Tall, Tatted and Tempting (The Reed Brothers, #1)",Kit Logan,Logan Reed,Reed Kit,no Kit Logan,all Logan Reed,a Reed Kit,tat,hook,sexuality,Kit,Logan,Reed,,,
Leviathan,Leviathan Auster,Auster Sachs,Sachs Aaron,Both Leviathan Auster,That Auster Sachs,a Sachs Aaron,Both Leviathan,That Auster,a Sachs,recluse,withdrawn,tumble,,,
Saving Faith,Lockhart Faith,Faith FBI,FBI Washington,any Lockhart Faith,some Faith FBI,an FBI Washington,any Lockhart,some Faith,an FBI,lobbyist,assassination,scheme,,,
"The Haunted Mask (Goosebumps, #11)",Carly Halloween,Halloween Beth,Beth How,a Carly Halloween,the Halloween Beth,a Beth How,Carly,Halloween,Beth,mask,Face,death,,,
Tyrannosaur Canyon (Wyman Ford #1),Tyrannosaur Canyon,Canyon Crichton,Crichton Brimstone,A Tyrannosaur Canyon,all Canyon Crichton,The Crichton Brimstone,A Tyrannosaur,all Canyon,The Crichton,canyon,bolt,monk,,,
The Girl Before,Folgate Length,Length Ron,Ron Silent,no Folgate Length,any Length Ron,another Ron Silent,no Folgate,any Length,another Ron,kaleidoscope,clutter,tenant,,,
Wayside School Gets A Little Stranger (Wayside School #3),Wayside Mush,Mush Miss,Miss School,every Wayside Mush,the Mush Miss,a Miss School,infestation,sauce,floor,Wayside,Mush,Miss,,,
Summer of Night,Elm Illinois,Illinois Cooke,Cooke Haven,a Elm Illinois,The Illinois Cooke,the Cooke Haven,Elm,Illinois,Cooke,cloud,lurking,truck,,,
Tourist Season,Keyes Miami,Miami Brian,Brian Keyes,The Keyes Miami,that Miami Brian,a Brian Keyes,The Keyes,that Miami,a Brian,alligator,rubber,crocodile,,,
"204 Rosewood Lane (Cedar Cove, #2)",Maryellen Shelly,Shelly Listener,Listener Cox,some Maryellen Shelly,this Shelly Listener,all Listener Cox,grandchild,instance,shelter,Maryellen,Shelly,Listener,,,
"Unseen (Will Trent, #7)",Macon Unseen,Unseen Furious,Furious Slaughter,both Macon Unseen,another Unseen Furious,no Furious Slaughter,both Macon,another Unseen,no Furious,standoff,magnet,crossfire,,,
"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Joss Bathory,Bathory D'Ablo,D'Ablo Vlad,every Joss Bathory,an Bathory D'Ablo,all D'Ablo Vlad,Joss,Bathory,D'Ablo,,,,,,
Double Star,Smythe,Lorenzo,Martians,Smythe Lorenzo,Lorenzo Martians,Martians Smythe,an Smythe Lorenzo,the Lorenzo Martians,a Martians Smythe,an Smythe if Lorenzo,the Lorenzo out Martians,a Martians as Smythe,tubes,politician,Peace
"A Perfect Evil (Maggie O'Dell, #1)",Morrelli O'Dell,O'Dell Nebraska,Nebraska Sheriff,another Morrelli O'Dell,A O'Dell Nebraska,this Nebraska Sheriff,another Morrelli,A O'Dell,this Nebraska,copycat,profiler,urgency,,,
"The Long Patrol (Redwall, #10)",Salamandastron Patrol,Patrol Badger,Badger Redwall,The Salamandastron Patrol,an Patrol Badger,the Badger Redwall,inland,forefront,characterization,Salamandastron,Patrol,Badger,,,
"When We Were Very Young (Winnie-the-Pooh, #3)",,,,,,,,,,,,,,,
My Sunshine Away,Baton Rouge,Rouge Sunshine,Sunshine Away,this Baton Rouge,an Rouge Sunshine,a Sunshine Away,this Baton,an Rouge,a Sunshine,fandom,spicy,belle,,,
The Truth Seeker (O'Malley #3),O'Malleys,O'Malley,CBA,O'Malleys O'Malley,O'Malley CBA,CBA Diamond,each O'Malleys O'Malley,all O'Malley CBA,an CBA Diamond,each O'Malleys,all O'Malley,an CBA,domain,pathologist,surname
Great House,Chilean Krauss,Krauss Budapest,Budapest Nicole,these Chilean Krauss,those Krauss Budapest,all Budapest Nicole,permanence,desk,lock,,,,,,
"The Kept Woman (Will Trent, #8)",Kept Evidence,Evidence Investigation,Investigation Bureau,another Kept Evidence,an Evidence Investigation,The Investigation Bureau,another Kept,an Evidence,The Investigation,tornado,athlete,examiner,,,
"Maid for Love (Gansett Island Series, #1)",Gansett Episode,Episode Resort,Resort Novella,no Gansett Episode,the Episode Resort,a Resort Novella,amp,bike,jeopardy,Gansett,Episode,Resort,,,
And the Shofar Blew,Eunice Testament,Testament Paul,Paul Church,those Eunice Testament,no Testament Paul,this Paul Church,ram,horn,zeal,Eunice,Testament,Paul,,,
"Prentice Alvin (Tales of Alvin Maker, #3)",Alvin Maker,Maker Tales,Tales Young,The Alvin Maker,a Maker Tales,the Tales Young,Alvin,Maker,Tales,blacksmith,apprenticeship,exchange,,,
"44 Scotland Street (44 Scotland Street, #1)",STREET Scotsman,Scotsman Edinburgh,Edinburgh Bertie,these STREET Scotsman,some Scotsman Edinburgh,an Edinburgh Bertie,these STREET,some Scotsman,an Edinburgh,awareness,appearance,below,,,
Chill Factor,Tierney,Cleary,Dutch,Tierney Cleary,Cleary Dutch,Dutch Lilly,no Tierney Cleary,another Cleary Dutch,each Dutch Lilly,no Tierney,another Cleary,each Dutch,abductor,rescuer,reluctance
Odd and the Frost Giants,Asgard Odd,Odd Frost,Frost Gods,a Asgard Odd,an Odd Frost,The Frost Gods,Asgard,Odd,Frost,eagle,fox,Nobody,,,
The Magpies,Jamie and Kirsty,Newtons,MAGPIES,Jamie and Kirsty Newtons,Newtons MAGPIES,MAGPIES Kirsty,no Jamie and Kirsty Newtons,The Newtons MAGPIES,a MAGPIES Kirsty,no Jamie and Kirsty,The Newtons,a MAGPIES,optimism,Fear,campaign
Season of Migration to the North,Mustafa Migration,Migration Sudan,Sudan Nile,no Mustafa Migration,an Migration Sudan,the Sudan Nile,man?îwhom,panel,contribution,,,,,,
The Golden Notebook,Anna Anna,all Anna Anna,communism,disillusionment,notebooks,Anna,,,,,,,,,
"The Winter Rose (The Tea Rose, #2)",ROSE TEA,TEA Winchester,Winchester Sid,Another ROSE TEA,these TEA Winchester,no Winchester Sid,tHE,gangster,fiance,ROSE,TEA,Winchester,,,
"The Last Full Measure (The Civil War Trilogy, #3)",Shaara Gettysburg,Gettysburg Generals,Generals Stonewall,this Shaara Gettysburg,the Gettysburg Generals,The Generals Stonewall,capstone,Measure,gulf,Shaara,Gettysburg,Generals,,,
Oscar et la dame rose,Mamie Mais,Mais ¬ª,¬ª √†,DT Mamie Mais,DT Mais ¬ª,DT ¬ª √†,douze,jours,enfant,,,,,,
When Bad Things Happen to Good People,Happen Kushner,Kushner Often,Often Bad,this Happen Kushner,a Kushner Often,the Often Bad,this Happen until Kushner,a Kushner that Often,the Often with Bad,contemplation,rabbi,consolation,,,
"Dragon Flight (Dragon Slippers, #2)",Shardas Creel,Creel Wars,Wars Dragon,an Shardas Creel,a Creel Wars,the Wars Dragon,Shardas,Creel,Wars,,,,,,
"What Katy Did (Carr Family, #1)",Katy Cousin,Cousin Helen,Helen Soon,an Katy Cousin,a Cousin Helen,the Helen Soon,bell,resolution,generosity,Katy,Cousin,Helen,,,
Homer Price (A Puffin Book),Price Homer,Homer Price,another Price Homer,the Homer Price,donut,rampage,machine,Price,Homer,,,,,,
"Shatterglass (The Circle Opens, #4)",Keth Warder,Warder Tris,Tris Keth,a Keth Warder,the Warder Tris,a Tris Keth,glassmaker,lightning,glass,Keth,Warder,Tris,,,
The Scent of Rain and Lightning,Scent America?îits,America?îits Linder,Linder Collin,each Scent America?îits,The America?îits Linder,this Linder Collin,each Scent,The America?îits,this Linder,Engrossing,crib,antagonism,,,
"Pacific Vortex! (Dirk Pitt, #1)",Vortex Starbuck,Starbuck Moran,Moran Pitt,an Vortex Starbuck,The Starbuck Moran,the Moran Pitt,Vortex,Starbuck,Moran,arsenal,adventurer,zone,,,
Aurora,Earth Earth,A Earth Earth,Earth,voyage,height,system,,,,,,,,,
"Purity in Death (In Death, #15)",Louie,Cogburn,Dallas,Louie Cogburn,Cogburn Dallas,Dallas Detective,this Louie Cogburn,The Cogburn Dallas,a Dallas Detective,this Louie,The Cogburn,a Dallas,stunner,headache,bat
"The Hollow Hills (Arthurian Saga, #2)",Ambrosius Uther,Uther Pendragon,Pendragon Merlin,the Ambrosius Uther,the Uther Pendragon,Ambrosius,Uther,Pendragon,prophet,sword,watch,,,,
"Among the Brave (Shadow Children, #5)",Trey Population,Population Luke,Luke Police,no Trey Population,A Population Luke,all Luke Police,coward,officer,prisoner,Trey,Population,Luke,,,
"Mars, Volume 01",Rei Kira,Kira Rei,each Rei Kira,these Kira Rei,racer,delinquent,motorcycle,Rei,Kira,,,,,,
"Centaur Aisle (Xanth, #4)",Dor Xanth,Xanth Trent,Trent Paperback,no Dor Xanth,the Xanth Trent,a Trent Paperback,Dor,Xanth,Trent,week,edition,,,,
The Year of Fog,Fog,Heartbreaking,Michelle,Fog Heartbreaking,Heartbreaking Michelle,Michelle Richmond,another Fog Heartbreaking,a Heartbreaking Michelle,the Michelle Richmond,another Fog,a Heartbreaking,the Michelle,love?îall,flashing,subculture
Crisis on Infinite Earths,Earths Crisis,Crisis Infinite,Infinite Giordano,An Earths Crisis,some Crisis Infinite,a Infinite Giordano,Earths,Crisis,Infinite,softcover,hallmark,siege,,,
"Ronia, the Robber's Daughter",Ronia Ronia,a Ronia Ronia,Ronia,chieftain,robber,castle,,,,,,,,,
"Spider Bones (Temperance Brennan, #13)",Lowery Huey,Huey MIA,MIA FOX,another Lowery Huey,an Huey MIA,The MIA FOX,another Lowery,an Huey,The MIA,shark,smash,flamboyant,,,
No Talking,Lynsey Elementary,Elementary Packer,Packer Dave,That Lynsey Elementary,these Elementary Packer,those Packer Dave,bullhorn,insult,principal,Lynsey,Elementary,Packer,,,
"Blood on Snow (Blood on Snow, #1)",Olav Oslo,Oslo Hole,Hole Harry,This Olav Oslo,an Oslo Hole,the Hole Harry,This Olav,an Oslo,the Hole,subordination,fixer,antihero,,,
"Wait for Me (Against All Odds, #1)",Finalist,Suspense,Harrison,Finalist Suspense,Suspense Harrison,Harrison Romantic,A Finalist Suspense,no Suspense Harrison,both Harrison Romantic,A Finalist,no Suspense,both Harrison,power?îbut,hotter,heartbeat
The Garden of Evening Mists,Yun Ling,Ling Teoh,Teoh Aritomo,any Yun Ling,each Ling Teoh,the Teoh Aritomo,monsoon,gardener,garden,,,,,,
"The Cellar (The Cellar, #1)",Thorpe,Clover,Robinson,Thorpe Clover,Clover Robinson,Robinson Colin,no Thorpe Clover,The Clover Robinson,a Robinson Colin,no Thorpe,The Clover,a Robinson,solicitor,waste,trace
"Rusty Nailed (Cocktail, #2)",Sausalito Cocktail,Cocktail Caroline,Caroline Simon,any Sausalito Cocktail,A Cocktail Caroline,all Caroline Simon,mode,renovation,hotshot,Sausalito,Cocktail,Caroline,,,
"Dark Guardian (Dark, #9)",Jaxon Montgomery,Montgomery Jaxon,every Jaxon Montgomery,all Montgomery Jaxon,Jaxon,Montgomery,,,,,,,,,
Prophet,Barrett Carl,Carl John,John Barrett,All Barrett Carl,these Carl John,a John Barrett,tracks?îand,comparison,producer,Barrett,Carl,John,,,
"The Wicked Will Rise (Dorothy Must Die, #2)",Ozma Woodman,Woodman Tin,Tin Scarecrow,the Ozma Woodman,a Woodman Tin,the Tin Scarecrow,past?îand,Order,wind,Ozma,Woodman,Tin,,,
"Dark Fire (Dark, #6)",Tempest Darius,Darius Tempest,no Tempest Darius,an Darius Tempest,Tempest,Darius,,,,,,,,,
"Carry on, Jeeves (Jeeves, #3)",Wooster Bertie,Bertie Meet,Meet Wooster,every Wooster Bertie,the Bertie Meet,a Meet Wooster,paragon,hangover,gentleman,,,,,,
"The Magic Thief (Magic Thief, #1)",Nevery Conn,Conn Nevery,some Nevery Conn,a Conn Nevery,Nevery,Conn,,,,,,,,,
"I, Elizabeth",Essex Isolde,Isolde Publicly,Publicly Raleigh,this Essex Isolde,A Isolde Publicly,an Publicly Raleigh,treasury,stepson,succession,,,,,,
The Woman Who Stole My Life,Sweeney Stella,Stella Side,Side Ireland,all Sweeney Stella,a Stella Side,the Side Ireland,normality,bang,talk,Sweeney,Stella,Side,,,
Night Over Water,Southampton Aboard,Aboard Pan,Pan Am,all Southampton Aboard,the Aboard Pan,a Pan Am,all Southampton,the Aboard,a Pan,dregs,betrayal??cream,,,,
I Am Having So Much Fun Here Without You,Ruins Haddon,Haddon Bernadette,Bernadette Courtney,this Ruins Haddon,a Haddon Bernadette,an Bernadette Courtney,cutlery,undercurrent,fidelity,Ruins,Haddon,Bernadette,,,
"All I Want is Everything (Gossip Girl, #3)",B Gossip,Gossip Enter,Enter Girl,all B Gossip,The Gossip Enter,the Enter Girl,naughtiness,midst,jealousy,Gossip,Enter,,,,
"P is for Peril (Kinsey Millhone, #16)",Meadows Crystal,Crystal Fiona,Fiona Tommy,an Meadows Crystal,The Crystal Fiona,a Fiona Tommy,an Meadows,The Crystal,a Fiona,stripper,nursing,junior,,,
"Adulthood Is a Myth (Sarah's Scribbles, #1)",Please Are,Are Please,These Please Are,all Are Please,snowflake,wasting,internet,Please,Are,,,,,,
"The Darkness That Comes Before (The Prince of Nothing, #1)",Comes Nothing,Nothing Scott,Scott Darkness,both Comes Nothing,The Nothing Scott,all Scott Darkness,Comes,Nothing,Scott,taboos,crusade,traveler,,,
"Alienated (Alienated, #1)",Aelyx Cara,Cara Midtown,Midtown Sweeney,every Aelyx Cara,no Cara Midtown,this Midtown Sweeney,Aelyx,Cara,Midtown,,,,,,
Bone Gap,Roza Gap,Gap Oregon,Oregon Finn,That Roza Gap,every Gap Oregon,no Oregon Finn,That Roza,every Gap,no Oregon,Roza,Gap,Oregon,,,
"Big Cherry Holler (Big Stone Gap, #2)",Ave Mulligan,Mulligan Maria,Maria Ave,the Ave Mulligan,the Mulligan Maria,pharmacist,spinster,fate,Ave,Mulligan,Maria,,,,
"Yes, Chef",Samuelsson Adaba,Adaba Helga,Helga Aquavit,Every Samuelsson Adaba,some Adaba Helga,This Helga Aquavit,rating,herring,roast,,,,,,
Teen Idol,Greenley Jenny,Jenny Luke,Luke Hollywood,the Greenley Jenny,a Jenny Luke,the Luke Hollywood,Greenley,Jenny,Luke,,,,,,
The Thing Around Your Neck,Neck Lagos,Lagos Adichie,Adichie Ngozi,these Neck Lagos,The Lagos Adichie,an Adichie Ngozi,confirmation,riot,display,Neck,Lagos,Adichie,,,
Caraval,Dragna Tella,Tella Caraval,Caraval Nevertheless,this Dragna Tella,an Tella Caraval,the Caraval Nevertheless,Dragna,Tella,,,,,,,
Bright Shiny Morning,Morning Bright,Bright Frey,Frey LA,both Morning Bright,A Bright Frey,an Frey LA,restroom,novel?îa,suffocating,Morning,Bright,Frey,,,
The Story of an Hour,Chopin Respectable,Respectable Artist,Artist Hour,these Chopin Respectable,an Respectable Artist,The Artist Hour,counterpoint,era,prose,Chopin,Respectable,Artist,,,
Rabbit Is Rich (Rabbit Angstrom #3),Springer Angstrom,Angstrom Winner,Winner Chief,That Springer Angstrom,all Angstrom Winner,an Winner Chief,prosperity,image,visit,Springer,Angstrom,Winner,,,
"Lots of Candles, Plenty of Cake",Quindlen Bentley,Bentley First,First Short,both Quindlen Bentley,all Bentley First,that First Short,convertible,columns,renovation,,,,,,
Scars,Kendra Sandy,Sandy Meghan,Meghan Kendra,the Kendra Sandy,a Sandy Meghan,the Meghan Kendra,http,abuser,artwork,Kendra,Sandy,Meghan,,,
The Fixer Upper,Killebrew Guthrie,Guthrie Dempsey,Dempsey Birdsong,All Killebrew Guthrie,some Guthrie Dempsey,a Dempsey Birdsong,lobbyist,moldering,dump,Killebrew,Guthrie,Dempsey,,,
"Empire of Ivory (Temeraire, #4)",Aerial Temeraire,Temeraire Bonaparte,Bonaparte Majesty,An Aerial Temeraire,no Temeraire Bonaparte,those Bonaparte Majesty,Aerial,Temeraire,Bonaparte,contagion,Tragedy,wing,,,
Daddy's Little Girl,Oldham Website,Website Andrea,Andrea Cavanaugh,each Oldham Website,a Website Andrea,an Andrea Cavanaugh,each Oldham,a Website,an Andrea,handyman,hideaway,schoolmate,,,
Ricochet,Laird,Hatcher,Smash,Laird Hatcher,Hatcher Smash,Smash Cut,another Laird Hatcher,the Hatcher Smash,a Smash Cut,another Laird,the Hatcher,a Smash,discretion,trophy,allegation
Can't Wait to Get to Heaven,Shimfissle Elner,Elner Tot,Tot Elmwood,those Shimfissle Elner,this Elner Tot,all Tot Elmwood,rag,loop,refreshing,Shimfissle,Elner,Tot,,,
Among Others,Wales Wales,a Wales Wales,prey,diary,science,Wales,,,,,,,,,
"Seduction in Death (In Death, #13)",Dallas,Dante,Lieutenant,Dallas Dante,Dante Lieutenant,Lieutenant Eve,either Dallas Dante,A Dante Lieutenant,The Lieutenant Eve,either Dallas,A Dante,The Lieutenant,candlelight,cyberspace,benefit
Double Indemnity,Indemnity Cain,Cain First,First James,this Indemnity Cain,an Cain First,the First James,this Indemnity,an Cain,the First,virtuoso,roman,noir,,,
"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",Leta Aidan,Aidan Olympus,Olympus Scrooge,those Leta Aidan,both Aidan Olympus,a Olympus Scrooge,Leta,Aidan,Olympus,,,,,,
"Goodbye, Columbus and Five Short Stories",Patimkin Newark,Newark Brenda,Brenda P,both Patimkin Newark,an Newark Brenda,The Brenda P,assimilation,dive,suspicion,Patimkin,Newark,Brenda,,,
The Last Original Wife,Les Barbie,Barbie Charleston,Charleston Lowcountry,some Les Barbie,all Barbie Charleston,The Charleston Lowcountry,cobblestone,bittersweet,icy,Les,Barbie,Charleston,,,
"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",Dev Live,Live Amazon,Amazon Orleans,That Dev Live,the Live Amazon,a Amazon Orleans,Dev,Live,Amazon,,,,,,
The Library at Mount Char,Carolyn Father,Father God,God Carolyn,That Carolyn Father,some Father God,all God Carolyn,Carolyn,Father,God,library?îand,steak,align,,,
"Fire Star (The Last Dragon Chronicles, #3)",Arctic Rain,Rain David,David Arctic,A Arctic Rain,an Rain David,a David Arctic,contract,icy,research,Arctic,Rain,David,,,
Texas,Vast Michener,Michener ?îThe,?îThe Globe,each Vast Michener,A Michener ?îThe,the ?îThe Globe,geography,patriotism,panorama,Vast,Michener,?îThe,,,
Turtle in Paradise,Turtle Shirley,Shirley Florida,Florida Key,both Turtle Shirley,no Shirley Florida,all Florida Key,mama,shell,goodbye,,,,,,
"The Vor Game (Vorkosigan Saga, #6)",Situation Dendarii,Dendarii Mercenaries,Mercenaries Vorkosigan,an Situation Dendarii,a Dendarii Mercenaries,the Mercenaries Vorkosigan,mutiny,arrest,Emperor,Situation,Dendarii,Mercenaries,,,
Choosing to SEE,Grammy Dot,Dot Vaughn,Vaughn Chapman,All Grammy Dot,an Dot Vaughn,The Vaughn Chapman,speaker,coauthor,Body,,,,,,
Broken Monsters,Versado,Jonno,Versado Jonno,Jonno TK,TK Detroit,this Versado Jonno,a Jonno TK,The TK Detroit,this Versado,a Jonno,The TK,deer,flirtation,freelance,
The Unabridged Journals of Sylvia Plath,Sixty Plath,Plath Sylvia,Sylvia Hughes,both Sixty Plath,This Plath Sylvia,all Sylvia Hughes,entirety,frequent,percent,Sixty,Plath,Sylvia,,,
"Defiance (Strange Angels, #4)",Sergej Christophe,Christophe Dru,Dru Anna,That Sergej Christophe,another Christophe Dru,all Dru Anna,Sergej,Christophe,Dru,,,,,,
"Haunted (Women of the Otherworld, #5)",Fates Levine,Levine Nix,Nix Savannah,those Fates Levine,every Levine Nix,all Nix Savannah,Fates,Levine,Nix,,,,,,
The Sweet Potato Queens' Book of Love,Knock Queens,Queens Quite,Quite Strikes,this Knock Queens,The Queens Quite,the Quite Strikes,ringleader,manifesto,toast,Knock,Queens,Quite,,,
"Mastiff (Beka Cooper, #3)",Tortallan Beka,Beka Caynn,Caynn Achoo,These Tortallan Beka,these Beka Caynn,an Caynn Achoo,dissatisfaction,hound,scent,Tortallan,Beka,Caynn,,,
The Madonnas of Leningrad,Madonnas Hermitage,Hermitage Luftwaffe,Luftwaffe Marina,these Madonnas Hermitage,A Hermitage Luftwaffe,the Luftwaffe Marina,brushstroke,safekeeping,onslaught,,,,,,
"Divine Misdemeanors (Merry Gentry, #8)",Gentry Merry,Merry Meredith,Meredith York,the Gentry Merry,a Merry Meredith,the Meredith York,Gentry,Merry,Meredith,,,,,,
"All Tomorrow's Parties (Bridge, #3)",Idoru,Laney,Engler,Idoru Laney,Laney Engler,Engler Colin,either Idoru Laney,All Laney Engler,an Engler Colin,either Idoru Although Laney,All Laney during Engler,an Engler though Colin,earthquake,cardboard,streams
"The Quantum Thief (Jean le Flambeur, #1)",Flambeur Beautrelet,Beautrelet Quantum,Quantum Dilemma,another Flambeur Beautrelet,an Beautrelet Quantum,the Quantum Dilemma,Flambeur,Beautrelet,Quantum,chocolatier,joyride,encryption,,,
"Shock Wave (Virgil Flowers, #5)",PyeMart Times?ìbestselling,Times?ìbestselling Flowers,Flowers Virgil,The PyeMart Times?ìbestselling,the Times?ìbestselling Flowers,a Flowers Virgil,The PyeMart,the Times?ìbestselling,a Flowers,damage?îand,superstore,headquarters,,,
Tractatus Logico-Philosophicus,Wittgenstein Pears,Pears Ludwig,Ludwig Bertrand,both Wittgenstein Pears,all Pears Ludwig,The Ludwig Bertrand,both Wittgenstein during Pears,all Pears For Ludwig,The Ludwig over Bertrand,paragraphs,praise,brilliance,,,
"Lord Edgware Dies (Hercule Poirot, #9)",Edgware Christie,Christie Agatha,Agatha Poirot,An Edgware Christie,all Christie Agatha,the Agatha Poirot,An Edgware,all Christie,the Agatha,motive,aristocrat,couldn,,,
Dog on It (A Chet and Bernie Mystery #1),Chet Bernie,Bernie Madison,Madison Dog,Both Chet Bernie,any Bernie Madison,some Madison Dog,Both Chet,any Bernie,some Madison,doggy,canine,custody,,,
Spring Fever,Annajane Mason,Mason Happiness,Happiness Carolina,this Annajane Mason,no Mason Happiness,A Happiness Carolina,aisle,halt,bride,Annajane,Mason,Happiness,,,
And to Think That I Saw it on Mulberry Street,Marco Young,Young Street,Street Marco,no Marco Young,A Young Street,this Street Marco,Marco,Young,Street,cart,extent,carnival,,,
"Chasing the Prophecy (Beyonders, #3)",Jason and Rachel Jason,Jason Rachel,Rachel Jason and Rachel,all Jason and Rachel Jason,no Jason Rachel,this Rachel Jason and Rachel,Jason and Rachel,Jason,Rachel,,,,,,
"The Short Victorious War (Honor Harrington, #3)",Manticoran,Manticore,Peeps,Manticoran Manticore,Manticore Peeps,Peeps Navy,another Manticoran Manticore,This Manticore Peeps,The Peeps Navy,another Manticoran against Manticore,This Manticore in Peeps,The Peeps from Navy,treasury,threadbare,ruling
"Five Weeks in a Balloon (Extraordinary Voyages, #1)",Ferguson M,M Place,Place Francis,each Ferguson M,This M Place,an Place Francis,session,patriotism,eloquence,Ferguson,Place,,,,
"Dragon's Oath (House of Night Novellas, #1)",Oath Dragon,Dragon Night,Night House,an Oath Dragon,The Dragon Night,the Night House,Oath,Dragon,Night,,,,,,
"Grave Witch (Alex Craft, #1)",Falin Craft,Craft Grave,Grave Andrews,this Falin Craft,a Craft Grave,the Grave Andrews,Falin,Craft,Grave,,,,,,
"Sleeping Murder (Miss Marple, #13)",Gwenda Marple,Marple Between,Between Miss,every Gwenda Marple,an Marple Between,the Between Miss,every Gwenda,an Marple,the Between,Murder,terror,sense,,,
Ethan Frome and Other Short Fiction,Frome Edith,Edith Wharton,Wharton Mattie,this Frome Edith,The Edith Wharton,a Wharton Mattie,taciturn,Touchstone,survey,Frome,Edith,Wharton,,,
"The Assassin and the Desert (Throne of Glass, #0.3)",Assassins Silent,Silent Celaena,Celaena Sardothien,any Assassins Silent,The Silent Celaena,the Celaena Sardothien,chatter,conversation,craft,Assassins,Silent,Celaena,,,
"Once and Always (Sequels, #1)",Wakefield McNaught,McNaught Fielding,Fielding Victoria,a Wakefield McNaught,the McNaught Fielding,a Fielding Victoria,arrogance,heritage,grasp,Wakefield,McNaught,Fielding,,,
"Bloodline (Sigma Force, #8)",Galilee Immortality,Immortality Gant,Gant Crowe,A Galilee Immortality,a Immortality Gant,the Gant Crowe,yacht,ambush,millennium,Galilee,Immortality,Gant,,,
"Best Friends for Never (The Clique, #2)",Dorsey Layne,Layne IMs,IMs Fine,all Dorsey Layne,the Layne IMs,a IMs Fine,planner,benefit,weird,Dorsey,Layne,IMs,,,
"Death of Kings (The Saxon Stories, #6)",Saxon Alfred,Alfred Uhtred,Uhtred Edward,This Saxon Alfred,this Alfred Uhtred,the Uhtred Edward,Saxon,Alfred,Uhtred,warfare,north,commitment,,,
Auschwitz,Auschwitz Rees,Rees Final,Final Laurence,those Auschwitz Rees,the Rees Final,a Final Laurence,pragmatism,Solution,brothel,,,,,,
Three Fates,Malachi,Lusitania,Fates,Malachi Lusitania,Lusitania Fates,Fates Prague,a Malachi Lusitania,an Lusitania Fates,the Fates Prague,a Malachi,an Lusitania,the Fates,hunt?îand,heirloom,sank
"Passenger (Passenger, #1)",Etta Ironwoods?îa,Ironwoods?îa Thrust,Thrust Spencer,another Etta Ironwoods?îa,A Ironwoods?îa Thrust,an Thrust Spencer,Passage,violin,passenger,Etta,Ironwoods?îa,Thrust,,,
"Born in Death (In Death, #23)",Mavis,Tandy,Persons,Mavis Tandy,Tandy Persons,Persons Missing,no Mavis Tandy,another Tandy Persons,some Persons Missing,no Mavis,another Tandy,some Persons,shower,birthing,family?îand
"Close Your Eyes, Hold Hands",Burlington Sandcastle,Sandcastle Northeast,Northeast Bohjalian,both Burlington Sandcastle,A Sandcastle Northeast,an Northeast Bohjalian,meltdown,ferocity,plant,Burlington,Sandcastle,Northeast,,,
"A Pocket Full of Rye (Miss Marple, #7)",Fortescue Marple,Marple Rex,Rex Jane,A Fortescue Marple,an Marple Rex,a Rex Jane,A Fortescue,an Marple,a Rex,inspection,agonising,parlour,,,
Of Course I Love You...! Till I Find Someone Better...,Course Avantika,Avantika Delhi,Delhi Deb,a Course Avantika,the Avantika Delhi,a Delhi Deb,office,genius,female,Course,Avantika,Delhi,,,
